Entity,Code,Year,GDP_capita
"Venezuela, Bolivarian Republic of",VEN,2004,9442.449
"Venezuela, Bolivarian Republic of",VEN,2005,11884.336
"Venezuela, Bolivarian Republic of",VEN,2006,13901.835
"Venezuela, Bolivarian Republic of",VEN,2007,15718.979
"Venezuela, Bolivarian Republic of",VEN,2008,18366.547
"Venezuela, Bolivarian Republic of",VEN,2009,15790.424
"Venezuela, Bolivarian Republic of",VEN,2010,18995.254
"Venezuela, Bolivarian Republic of",VEN,2011,20668.797
"Venezuela, Bolivarian Republic of",VEN,2012,20962.393
"Venezuela, Bolivarian Republic of",VEN,2013,19802.117
"Venezuela, Bolivarian Republic of",VEN,2014,12935.458
Viet Nam,VNM,2000,2331.6794
Viet Nam,VNM,2001,2461.9727
Viet Nam,VNM,2002,2670.2466
Viet Nam,VNM,2003,2882.296
Viet Nam,VNM,2004,3096.746
Viet Nam,VNM,2005,3385.1125
Viet Nam,VNM,2006,3585.9846
Viet Nam,VNM,2007,4010.1787
Viet Nam,VNM,2008,4279.4014
Viet Nam,VNM,2009,4233.1934
Viet Nam,VNM,2010,4761.2383
Viet Nam,VNM,2011,5130.7324
Viet Nam,VNM,2012,5392.965
Viet Nam,VNM,2013,5611.0522
Viet Nam,VNM,2014,5941.967
Viet Nam,VNM,2015,6180.358
Viet Nam,VNM,2016,6368.651
Viet Nam,VNM,2017,6841.6543
Viet Nam,VNM,2018,7217.924
Viet Nam,VNM,2019,7506.817
Yemen,YEM,2000,1403.3812
Yemen,YEM,2001,1499.2695
Yemen,YEM,2002,1698.4388
Yemen,YEM,2003,1961.9008
Yemen,YEM,2004,2477.2158
Yemen,YEM,2005,3664.4963
Yemen,YEM,2006,3752.2207
Yemen,YEM,2007,3938.1855
Yemen,YEM,2008,4220.2544
Yemen,YEM,2009,4162.283
Yemen,YEM,2010,4891.912
Yemen,YEM,2011,4239.444
Yemen,YEM,2012,3917.6182
Yemen,YEM,2013,3906.5862
Yemen,YEM,2014,3739.219
Yemen,YEM,2015,2533.9111
Yemen,YEM,2016,2023.4292
Yemen,YEM,2017,1429.1655
Yemen,YEM,2018,1755.3173
Yemen,YEM,2019,1777.2511
Zambia,ZMB,2000,1292.3497
Zambia,ZMB,2001,1336.991
Zambia,ZMB,2002,1393.0215
Zambia,ZMB,2003,1537.4673
Zambia,ZMB,2004,1592.6824
Zambia,ZMB,2005,1776.4873
Zambia,ZMB,2006,2012.8278
Zambia,ZMB,2007,2636.579
Zambia,ZMB,2008,2754.6807
Zambia,ZMB,2009,3004.5593
Zambia,ZMB,2010,3307.8254
Zambia,ZMB,2011,3693.4885
Zambia,ZMB,2012,3503.702
Zambia,ZMB,2013,3438.328
Zambia,ZMB,2014,3464.5913
Zambia,ZMB,2015,3277.0535
Zambia,ZMB,2016,3324.505
Zambia,ZMB,2017,3164.3777
Zambia,ZMB,2018,3196.1765
Zambia,ZMB,2019,3179.1958
Zimbabwe,ZWE,2000,3356.7063
Zimbabwe,ZWE,2001,3782.8767
Zimbabwe,ZWE,2002,3254.0942
Zimbabwe,ZWE,2003,2272.4414
Zimbabwe,ZWE,2004,2121.9124
Zimbabwe,ZWE,2005,1801.4781
Zimbabwe,ZWE,2006,1359.0446
Zimbabwe,ZWE,2007,1525.4365
Zimbabwe,ZWE,2008,1196.9508
Zimbabwe,ZWE,2009,2112.6648
Zimbabwe,ZWE,2010,2281.9915
Zimbabwe,ZWE,2011,2449.2092
Zimbabwe,ZWE,2012,2762.6843
Zimbabwe,ZWE,2013,2864.603
Zimbabwe,ZWE,2014,2846.522
Zimbabwe,ZWE,2015,2880.9058
Zimbabwe,ZWE,2016,2919.617
Zimbabwe,ZWE,2017,3112.875
Zimbabwe,ZWE,2018,3007.237
Zimbabwe,ZWE,2019,2787.659
